preamble,stimulus,item,category,feature
Persimmon,has an outer layer of skin or peel.,persimmon,fruit,12
Pawpaw,has an outer layer of skin or peel.,pawpaw,fruit,12
Coconut,has an outer layer of skin or peel.,coconut,fruit,12
Avocado,has an outer layer of skin or peel.,avocado,fruit,12
Pumpkin,has an outer layer of skin or peel.,pumpkin,fruit,12
Tomato,has an outer layer of skin or peel.,tomato,fruit,12
Nut,has an outer layer of skin or peel.,nut,fruit,12
Gourd,has an outer layer of skin or peel.,gourd,fruit,12
Olive,has an outer layer of skin or peel.,olive,fruit,12
Pickle,has an outer layer of skin or peel.,pickle,fruit,12
Squash,has an outer layer of skin or peel.,squash,fruit,12
Orange,is round.,orange,fruit,13
Apple,is round.,apple,fruit,13
Banana,is round.,banana,fruit,13
Peach,is round.,peach,fruit,13
Pear,is round.,pear,fruit,13
Apricot,is round.,apricot,fruit,13
Tangerine,is round.,tangerine,fruit,13
Plum,is round.,plum,fruit,13
Grape,is round.,grape,fruit,13
Nectarine,is round.,nectarine,fruit,13
Strawberry,is round.,strawberry,fruit,13
Grapefruit,is round.,grapefruit,fruit,13
Berry,is round.,berry,fruit,13
Cherry,is round.,cherry,fruit,13
Pineapple,is round.,pineapple,fruit,13
Blackberry,is round.,blackberry,fruit,13
Melon,is round.,melon,fruit,13
Blueberry,is round.,blueberry,fruit,13
Raspberry,is round.,raspberry,fruit,13
Lemon,is round.,lemon,fruit,13
Black raspberry,is round.,black raspberry,fruit,13
Boysenberry,is round.,boysenberry,fruit,13
Watermelon,is round.,watermelon,fruit,13
Cantaloupe,is round.,cantaloupe,fruit,13
Lime,is round.,lime,fruit,13
Tangelo,is round.,tangelo,fruit,13
Papaya,is round.,papaya,fruit,13
Honeydew,is round.,honeydew,fruit,13
Fig,is round.,fig,fruit,13
Mango,is round.,mango,fruit,13
Guava,is round.,guava,fruit,13
Pomegranate,is round.,pomegranate,fruit,13
Cranberry,is round.,cranberry,fruit,13
Passion fruit,is round.,passion fruit,fruit,13
Prune,is round.,prune,fruit,13
Gooseberry,is round.,gooseberry,fruit,13
Date,is round.,date,fruit,13
Kumquat,is round.,kumquat,fruit,13
Raisin,is round.,raisin,fruit,13
Muskmelon,is round.,muskmelon,fruit,13
Persimmon,is round.,persimmon,fruit,13
Pawpaw,is round.,pawpaw,fruit,13
Coconut,is round.,coconut,fruit,13
Avocado,is round.,avocado,fruit,13
Pumpkin,is round.,pumpkin,fruit,13
Tomato,is round.,tomato,fruit,13
Nut,is round.,nut,fruit,13
Gourd,is round.,gourd,fruit,13
Olive,is round.,olive,fruit,13
Pickle,is round.,pickle,fruit,13
Squash,is round.,squash,fruit,13
Orange,"is eaten as a dessert, snack, or on its own.",orange,fruit,14
Apple,"is eaten as a dessert, snack, or on its own.",apple,fruit,14
Banana,"is eaten as a dessert, snack, or on its own.",banana,fruit,14
Peach,"is eaten as a dessert, snack, or on its own.",peach,fruit,14
Pear,"is eaten as a dessert, snack, or on its own.",pear,fruit,14
Apricot,"is eaten as a dessert, snack, or on its own.",apricot,fruit,14
Tangerine,"is eaten as a dessert, snack, or on its own.",tangerine,fruit,14
Plum,"is eaten as a dessert, snack, or on its own.",plum,fruit,14
Grape,"is eaten as a dessert, snack, or on its own.",grape,fruit,14
Nectarine,"is eaten as a dessert, snack, or on its own.",nectarine,fruit,14
Strawberry,"is eaten as a dessert, snack, or on its own.",strawberry,fruit,14
Grapefruit,"is eaten as a dessert, snack, or on its own.",grapefruit,fruit,14
Berry,"is eaten as a dessert, snack, or on its own.",berry,fruit,14
Cherry,"is eaten as a dessert, snack, or on its own.",cherry,fruit,14
Pineapple,"is eaten as a dessert, snack, or on its own.",pineapple,fruit,14
Blackberry,"is eaten as a dessert, snack, or on its own.",blackberry,fruit,14
Melon,"is eaten as a dessert, snack, or on its own.",melon,fruit,14
Blueberry,"is eaten as a dessert, snack, or on its own.",blueberry,fruit,14
Raspberry,"is eaten as a dessert, snack, or on its own.",raspberry,fruit,14
Lemon,"is eaten as a dessert, snack, or on its own.",lemon,fruit,14
Black raspberry,"is eaten as a dessert, snack, or on its own.",black raspberry,fruit,14
Boysenberry,"is eaten as a dessert, snack, or on its own.",boysenberry,fruit,14
Watermelon,"is eaten as a dessert, snack, or on its own.",watermelon,fruit,14
Cantaloupe,"is eaten as a dessert, snack, or on its own.",cantaloupe,fruit,14
Lime,"is eaten as a dessert, snack, or on its own.",lime,fruit,14
Tangelo,"is eaten as a dessert, snack, or on its own.",tangelo,fruit,14
Papaya,"is eaten as a dessert, snack, or on its own.",papaya,fruit,14
Honeydew,"is eaten as a dessert, snack, or on its own.",honeydew,fruit,14
Fig,"is eaten as a dessert, snack, or on its own.",fig,fruit,14
Mango,"is eaten as a dessert, snack, or on its own.",mango,fruit,14
Guava,"is eaten as a dessert, snack, or on its own.",guava,fruit,14
Pomegranate,"is eaten as a dessert, snack, or on its own.",pomegranate,fruit,14
Cranberry,"is eaten as a dessert, snack, or on its own.",cranberry,fruit,14
Passion fruit,"is eaten as a dessert, snack, or on its own.",passion fruit,fruit,14
Prune,"is eaten as a dessert, snack, or on its own.",prune,fruit,14
Gooseberry,"is eaten as a dessert, snack, or on its own.",gooseberry,fruit,14
Date,"is eaten as a dessert, snack, or on its own.",date,fruit,14
Kumquat,"is eaten as a dessert, snack, or on its own.",kumquat,fruit,14
Raisin,"is eaten as a dessert, snack, or on its own.",raisin,fruit,14
Muskmelon,"is eaten as a dessert, snack, or on its own.",muskmelon,fruit,14
Persimmon,"is eaten as a dessert, snack, or on its own.",persimmon,fruit,14
Pawpaw,"is eaten as a dessert, snack, or on its own.",pawpaw,fruit,14
Coconut,"is eaten as a dessert, snack, or on its own.",coconut,fruit,14
Avocado,"is eaten as a dessert, snack, or on its own.",avocado,fruit,14
Pumpkin,"is eaten as a dessert, snack, or on its own.",pumpkin,fruit,14
Tomato,"is eaten as a dessert, snack, or on its own.",tomato,fruit,14
Nut,"is eaten as a dessert, snack, or on its own.",nut,fruit,14
Gourd,"is eaten as a dessert, snack, or on its own.",gourd,fruit,14
Olive,"is eaten as a dessert, snack, or on its own.",olive,fruit,14
Pickle,"is eaten as a dessert, snack, or on its own.",pickle,fruit,14
Squash,"is eaten as a dessert, snack, or on its own.",squash,fruit,14
Orange,is a protection for seeds.,orange,fruit,15
Apple,is a protection for seeds.,apple,fruit,15
Banana,is a protection for seeds.,banana,fruit,15
Peach,is a protection for seeds.,peach,fruit,15
Pear,is a protection for seeds.,pear,fruit,15
Apricot,is a protection for seeds.,apricot,fruit,15
Tangerine,is a protection for seeds.,tangerine,fruit,15
Plum,is a protection for seeds.,plum,fruit,15
Grape,is a protection for seeds.,grape,fruit,15
Nectarine,is a protection for seeds.,nectarine,fruit,15
Strawberry,is a protection for seeds.,strawberry,fruit,15
Grapefruit,is a protection for seeds.,grapefruit,fruit,15
Berry,is a protection for seeds.,berry,fruit,15
Cherry,is a protection for seeds.,cherry,fruit,15
Pineapple,is a protection for seeds.,pineapple,fruit,15
Blackberry,is a protection for seeds.,blackberry,fruit,15
Melon,is a protection for seeds.,melon,fruit,15
Blueberry,is a protection for seeds.,blueberry,fruit,15
Raspberry,is a protection for seeds.,raspberry,fruit,15
Lemon,is a protection for seeds.,lemon,fruit,15
Black raspberry,is a protection for seeds.,black raspberry,fruit,15
Boysenberry,is a protection for seeds.,boysenberry,fruit,15
Watermelon,is a protection for seeds.,watermelon,fruit,15
Cantaloupe,is a protection for seeds.,cantaloupe,fruit,15
Lime,is a protection for seeds.,lime,fruit,15
Tangelo,is a protection for seeds.,tangelo,fruit,15
Papaya,is a protection for seeds.,papaya,fruit,15
Honeydew,is a protection for seeds.,honeydew,fruit,15
Fig,is a protection for seeds.,fig,fruit,15
Mango,is a protection for seeds.,mango,fruit,15
Guava,is a protection for seeds.,guava,fruit,15
Pomegranate,is a protection for seeds.,pomegranate,fruit,15
Cranberry,is a protection for seeds.,cranberry,fruit,15
Passion fruit,is a protection for seeds.,passion fruit,fruit,15
Prune,is a protection for seeds.,prune,fruit,15
Gooseberry,is a protection for seeds.,gooseberry,fruit,15
Date,is a protection for seeds.,date,fruit,15
Kumquat,is a protection for seeds.,kumquat,fruit,15
Raisin,is a protection for seeds.,raisin,fruit,15
Muskmelon,is a protection for seeds.,muskmelon,fruit,15
Persimmon,is a protection for seeds.,persimmon,fruit,15
Pawpaw,is a protection for seeds.,pawpaw,fruit,15
Coconut,is a protection for seeds.,coconut,fruit,15
Avocado,is a protection for seeds.,avocado,fruit,15
Pumpkin,is a protection for seeds.,pumpkin,fruit,15
Tomato,is a protection for seeds.,tomato,fruit,15
Nut,is a protection for seeds.,nut,fruit,15
Gourd,is a protection for seeds.,gourd,fruit,15
Olive,is a protection for seeds.,olive,fruit,15
Pickle,is a protection for seeds.,pickle,fruit,15
Squash,is a protection for seeds.,squash,fruit,15
An automobile,carries people or things.,automobile,vehicle,1
A station wagon,carries people or things.,station wagon,vehicle,1
A truck,carries people or things.,truck,vehicle,1
A car,carries people or things.,car,vehicle,1
A bus,carries people or things.,bus,vehicle,1
A taxi,carries people or things.,taxi,vehicle,1
A jeep,carries people or things.,jeep,vehicle,1
An ambulance,carries people or things.,ambulance,vehicle,1
A motorcycle,carries people or things.,motorcycle,vehicle,1
A streetcar,carries people or things.,streetcar,vehicle,1
A van,carries people or things.,van,vehicle,1
A honda,carries people or things.,Honda,vehicle,1
A cable car,carries people or things.,cable car,vehicle,1
A train,carries people or things.,train,vehicle,1
A trolley,carries people or things.,trolley,vehicle,1
A bicycle,carries people or things.,bicycle,vehicle,1
A carriage,carries people or things.,carriage,vehicle,1
An airplane,carries people or things.,airplane,vehicle,1
A bike,carries people or things.,bike,vehicle,1
A boat,carries people or things.,boat,vehicle,1
A jet,carries people or things.,jet,vehicle,1
A ship,carries people or things.,ship,vehicle,1
A scooter,carries people or things.,scooter,vehicle,1
A tractor,carries people or things.,tractor,vehicle,1
A wagon,carries people or things.,wagon,vehicle,1
A subway,carries people or things.,subway,vehicle,1
A trailer,carries people or things.,trailer,vehicle,1
A cart,carries people or things.,cart,vehicle,1
A wheelchair,carries people or things.,wheelchair,vehicle,1
A yacht,carries people or things.,yacht,vehicle,1
A tank,carries people or things.,tank,vehicle,1
A go-cart,carries people or things.,go-cart,vehicle,1
A rowboat,carries people or things.,rowboat,vehicle,1
A dogsled,carries people or things.,dogsled,vehicle,1
A tricycle,carries people or things.,tricycle,vehicle,1
A canoe,carries people or things.,canoe,vehicle,1
A raft,carries people or things.,raft,vehicle,1
A submarine,carries people or things.,submarine,vehicle,1
A sled,carries people or things.,sled,vehicle,1
A horse,carries people or things.,horse,vehicle,1
A rocket,carries people or things.,rocket,vehicle,1
A blimp,carries people or things.,blimp,vehicle,1
A skate,carries people or things.,skate,vehicle,1
A camel,carries people or things.,camel,vehicle,1
Feet,carry people or things.,feet,vehicle,1
A ski,carries people or things.,ski,vehicle,1
A skateboard,carries people or things.,skateboard,vehicle,1
A wheelbarrow,carries people or things.,wheelbarrow,vehicle,1
A surfboard,carries people or things.,surfboard,vehicle,1
An elevator,carries people or things.,elevator,vehicle,1
An automobile,can move.,automobile,vehicle,2
A station wagon,can move.,station wagon,vehicle,2
A truck,can move.,truck,vehicle,2
A car,can move.,car,vehicle,2
A bus,can move.,bus,vehicle,2
A taxi,can move.,taxi,vehicle,2
A jeep,can move.,jeep,vehicle,2
An ambulance,can move.,ambulance,vehicle,2
A motorcycle,can move.,motorcycle,vehicle,2
A streetcar,can move.,streetcar,vehicle,2
A van,can move.,van,vehicle,2
A honda,can move.,Honda,vehicle,2
A cable car,can move.,cable car,vehicle,2
A train,can move.,train,vehicle,2
A trolley,can move.,trolley,vehicle,2
A bicycle,can move.,bicycle,vehicle,2
A carriage,can move.,carriage,vehicle,2
An airplane,can move.,airplane,vehicle,2
A bike,can move.,bike,vehicle,2
A boat,can move.,boat,vehicle,2
A jet,can move.,jet,vehicle,2
A ship,can move.,ship,vehicle,2
A scooter,can move.,scooter,vehicle,2
A tractor,can move.,tractor,vehicle,2
A wagon,can move.,wagon,vehicle,2
A subway,can move.,subway,vehicle,2
A trailer,can move.,trailer,vehicle,2
A cart,can move.,cart,vehicle,2
A wheelchair,can move.,wheelchair,vehicle,2
A yacht,can move.,yacht,vehicle,2
A tank,can move.,tank,vehicle,2
A go-cart,can move.,go-cart,vehicle,2
A rowboat,can move.,rowboat,vehicle,2
A dogsled,can move.,dogsled,vehicle,2
A tricycle,can move.,tricycle,vehicle,2
A canoe,can move.,canoe,vehicle,2
A raft,can move.,raft,vehicle,2
A submarine,can move.,submarine,vehicle,2
A sled,can move.,sled,vehicle,2
A horse,can move.,horse,vehicle,2
A rocket,can move.,rocket,vehicle,2
A blimp,can move.,blimp,vehicle,2
A skate,can move.,skate,vehicle,2
A camel,can move.,camel,vehicle,2
Feet,can move.,feet,vehicle,2
A ski,can move.,ski,vehicle,2
A skateboard,can move.,skateboard,vehicle,2
A wheelbarrow,can move.,wheelbarrow,vehicle,2
A surfboard,can move.,surfboard,vehicle,2
An elevator,can move.,elevator,vehicle,2
An automobile,moves along.,automobile,vehicle,3
A station wagon,moves along.,station wagon,vehicle,3
A truck,moves along.,truck,vehicle,3
A car,moves along.,car,vehicle,3
A bus,moves along.,bus,vehicle,3
A taxi,moves along.,taxi,vehicle,3
A jeep,moves along.,jeep,vehicle,3
An ambulance,moves along.,ambulance,vehicle,3
A motorcycle,moves along.,motorcycle,vehicle,3
A streetcar,moves along.,streetcar,vehicle,3
A van,moves along.,van,vehicle,3
A honda,moves along.,Honda,vehicle,3
A cable car,moves along.,cable car,vehicle,3
A train,moves along.,train,vehicle,3
A trolley,moves along.,trolley,vehicle,3
A bicycle,moves along.,bicycle,vehicle,3
A carriage,moves along.,carriage,vehicle,3
An airplane,moves along.,airplane,vehicle,3
A bike,moves along.,bike,vehicle,3
A boat,moves along.,boat,vehicle,3
A jet,moves along.,jet,vehicle,3
A ship,moves along.,ship,vehicle,3
A scooter,moves along.,scooter,vehicle,3
A tractor,moves along.,tractor,vehicle,3
A wagon,moves along.,wagon,vehicle,3
A subway,moves along.,subway,vehicle,3
A trailer,moves along.,trailer,vehicle,3
A cart,moves along.,cart,vehicle,3
A wheelchair,moves along.,wheelchair,vehicle,3
A yacht,moves along.,yacht,vehicle,3
A tank,moves along.,tank,vehicle,3
A go-cart,moves along.,go-cart,vehicle,3
A rowboat,moves along.,rowboat,vehicle,3
A dogsled,moves along.,dogsled,vehicle,3
A tricycle,moves along.,tricycle,vehicle,3
A canoe,moves along.,canoe,vehicle,3
A raft,moves along.,raft,vehicle,3
A submarine,moves along.,submarine,vehicle,3
A sled,moves along.,sled,vehicle,3
A horse,moves along.,horse,vehicle,3
A rocket,moves along.,rocket,vehicle,3
A blimp,moves along.,blimp,vehicle,3
A skate,moves along.,skate,vehicle,3
A camel,moves along.,camel,vehicle,3
Feet,move along.,feet,vehicle,3
A ski,moves along.,ski,vehicle,3
A skateboard,moves along.,skateboard,vehicle,3
A wheelbarrow,moves along.,wheelbarrow,vehicle,3
A surfboard,moves along.,surfboard,vehicle,3
An elevator,moves along.,elevator,vehicle,3
An automobile,has wheels.,automobile,vehicle,4
A station wagon,has wheels.,station wagon,vehicle,4
A truck,has wheels.,truck,vehicle,4
A car,has wheels.,car,vehicle,4
A bus,has wheels.,bus,vehicle,4
A taxi,has wheels.,taxi,vehicle,4
A jeep,has wheels.,jeep,vehicle,4
An ambulance,has wheels.,ambulance,vehicle,4
A motorcycle,has wheels.,motorcycle,vehicle,4
A streetcar,has wheels.,streetcar,vehicle,4
A van,has wheels.,van,vehicle,4
A honda,has wheels.,Honda,vehicle,4
A cable car,has wheels.,cable car,vehicle,4
A train,has wheels.,train,vehicle,4
A trolley,has wheels.,trolley,vehicle,4
A bicycle,has wheels.,bicycle,vehicle,4
A carriage,has wheels.,carriage,vehicle,4
An airplane,has wheels.,airplane,vehicle,4
A bike,has wheels.,bike,vehicle,4
A boat,has wheels.,boat,vehicle,4
A jet,has wheels.,jet,vehicle,4
A ship,has wheels.,ship,vehicle,4
A scooter,has wheels.,scooter,vehicle,4
A tractor,has wheels.,tractor,vehicle,4
A wagon,has wheels.,wagon,vehicle,4
A subway,has wheels.,subway,vehicle,4
A trailer,has wheels.,trailer,vehicle,4
A cart,has wheels.,cart,vehicle,4
A wheelchair,has wheels.,wheelchair,vehicle,4
A yacht,has wheels.,yacht,vehicle,4
A tank,has wheels.,tank,vehicle,4
A go-cart,has wheels.,go-cart,vehicle,4
A rowboat,has wheels.,rowboat,vehicle,4
A dogsled,has wheels.,dogsled,vehicle,4
A tricycle,has wheels.,tricycle,vehicle,4
A canoe,has wheels.,canoe,vehicle,4
A raft,has wheels.,raft,vehicle,4
A submarine,has wheels.,submarine,vehicle,4
A sled,has wheels.,sled,vehicle,4
A horse,has wheels.,horse,vehicle,4
A rocket,has wheels.,rocket,vehicle,4
A blimp,has wheels.,blimp,vehicle,4
A skate,has wheels.,skate,vehicle,4
A camel,has wheels.,camel,vehicle,4
Feet,have wheels.,feet,vehicle,4
A ski,has wheels.,ski,vehicle,4
A skateboard,has wheels.,skateboard,vehicle,4
A wheelbarrow,has wheels.,wheelbarrow,vehicle,4
A surfboard,has wheels.,surfboard,vehicle,4
An elevator,has wheels.,elevator,vehicle,4
An automobile,carries people.,automobile,vehicle,5
A station wagon,carries people.,station wagon,vehicle,5
A truck,carries people.,truck,vehicle,5
A car,carries people.,car,vehicle,5
A bus,carries people.,bus,vehicle,5
A taxi,carries people.,taxi,vehicle,5
A jeep,carries people.,jeep,vehicle,5
An ambulance,carries people.,ambulance,vehicle,5
A motorcycle,carries people.,motorcycle,vehicle,5
A streetcar,carries people.,streetcar,vehicle,5
A van,carries people.,van,vehicle,5
A honda,carries people.,Honda,vehicle,5
A cable car,carries people.,cable car,vehicle,5
A train,carries people.,train,vehicle,5
A trolley,carries people.,trolley,vehicle,5
A bicycle,carries people.,bicycle,vehicle,5
A carriage,carries people.,carriage,vehicle,5
An airplane,carries people.,airplane,vehicle,5
A bike,carries people.,bike,vehicle,5
A boat,carries people.,boat,vehicle,5
A jet,carries people.,jet,vehicle,5
A ship,carries people.,ship,vehicle,5
A scooter,carries people.,scooter,vehicle,5
A tractor,carries people.,tractor,vehicle,5
A wagon,carries people.,wagon,vehicle,5
A subway,carries people.,subway,vehicle,5
A trailer,carries people.,trailer,vehicle,5
A cart,carries people.,cart,vehicle,5
A wheelchair,carries people.,wheelchair,vehicle,5
A yacht,carries people.,yacht,vehicle,5
A tank,carries people.,tank,vehicle,5
A go-cart,carries people.,go-cart,vehicle,5
A rowboat,carries people.,rowboat,vehicle,5
A dogsled,carries people.,dogsled,vehicle,5
A tricycle,carries people.,tricycle,vehicle,5
A canoe,carries people.,canoe,vehicle,5
A raft,carries people.,raft,vehicle,5
A submarine,carries people.,submarine,vehicle,5
A sled,carries people.,sled,vehicle,5
A horse,carries people.,horse,vehicle,5
A rocket,carries people.,rocket,vehicle,5
